Index,Date time,Duration,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flag,Forwarding status,ToS,Packets,Bytes,Label
22899,2016-07-28 11:18:06,0.0,42.219.154.101,204.97.73.51,53,36293,UDP,.A....,0,0,1,118,background
22999,2016-07-28 11:22:44,0.0,42.219.158.226,143.72.8.137,54031,53,UDP,.A....,0,0,1,60,background
23099,2016-07-28 11:27:13,4.508,221.167.84.2,42.219.159.92,80,60831,TCP,.AP.SF,0,0,10,10048,background
23199,2016-07-28 11:31:50,2.232,42.219.158.175,211.59.95.0,443,50152,TCP,.AP.SF,0,0,6,2694,background
23299,2016-07-28 11:36:51,0.144,42.219.159.85,150.153.68.58,36969,80,TCP,.A...F,0,0,2,104,background
23399,2016-07-28 11:41:52,0.0,143.72.8.137,42.219.159.92,53,59419,UDP,.A....,0,0,1,173,background
23499,2016-07-28 11:46:43,1.656,70.210.176.23,42.219.155.28,8402,443,TCP,.APRSF,0,0,14,2953,background
23599,2016-07-28 11:51:15,0.348,202.25.4.1,42.219.155.56,49928,80,TCP,.AP.SF,0,0,29,1740,background
23699,2016-07-28 11:55:48,0.0,42.219.158.188,143.72.8.137,53604,53,UDP,.A....,0,0,1,70,blacklist
23799,2016-07-28 12:00:20,0.096,204.97.202.106,42.219.153.149,443,56958,TCP,.AP...,0,0,7,604,background
23899,2016-07-28 12:04:42,0.0,42.219.145.88,143.72.8.137,58325,53,UDP,.A....,0,0,1,73,background
23999,2016-07-28 12:08:55,0.356,42.219.158.160,106.150.228.184,80,5063,TCP,.AP..F,0,2,30,43686,background
24099,2016-07-28 12:13:49,0.0,216.46.91.47,42.219.159.90,445,7644,TCP,.A.R..,0,0,1,40,background
24199,2016-07-28 12:18:18,0.528,42.219.156.211,223.83.49.164,443,57146,TCP,.APRSF,0,0,11,5561,background
24299,2016-07-28 12:22:53,0.0,42.219.153.89,143.72.4.250,49833,53,UDP,.A....,0,0,1,82,background
24399,2016-07-28 12:27:24,0.0,42.219.152.249,207.28.237.229,61983,53,UDP,.A....,0,0,1,71,background
24499,2016-07-28 12:31:00,0.0,42.219.158.161,143.72.8.137,42978,53,UDP,.A....,0,0,1,80,background
24599,2016-07-28 12:35:03,0.192,42.219.156.211,216.52.3.15,80,52839,TCP,.AP.SF,0,0,6,1808,background
24699,2016-07-28 12:40:00,0.0,42.219.159.85,61.153.13.112,27666,123,UDP,.A....,0,0,1,76,background
24799,2016-07-28 12:44:50,0.156,42.219.156.211,37.97.85.72,80,23954,TCP,.AP.SF,0,0,4,1283,background
24899,2016-07-28 12:49:26,5.484,42.219.158.180,253.137.207.15,41064,80,TCP,.AP.SF,0,0,6,633,background
24999,2016-07-28 12:54:02,0.0,164.72.19.126,42.219.150.2,25416,53413,UDP,.A....,0,40,1,151,background
25099,2016-07-28 12:57:55,91.876,131.143.136.95,42.219.158.213,30022,55793,TCP,.AP.S.,0,0,570,41492,background
25199,2016-07-28 13:02:41,9.236,42.219.158.175,212.112.13.172,443,50344,TCP,.AP.SF,0,0,8,1343,background
25299,2016-07-28 13:06:59,0.0,42.219.159.90,87.12.148.207,20490,445,TCP,....S.,0,0,1,48,background
25399,2016-07-28 13:11:03,5.156,165.13.235.0,42.219.156.211,1536,443,TCP,.APRS.,0,0,8,925,background
25499,2016-07-28 13:14:51,0.0,42.219.154.176,143.72.4.250,52422,53,UDP,.A....,0,0,1,75,background
25599,2016-07-28 13:18:41,0.0,51.237.230.15,42.219.155.28,34282,443,TCP,...R..,0,8,1,40,background
25699,2016-07-28 13:23:00,23.928,42.219.154.119,143.72.8.137,50092,53,UDP,.A....,0,0,2,149,background
25799,2016-07-28 13:27:24,0.452,42.219.154.167,218.55.200.101,25,60539,TCP,.A..S.,0,0,2,92,background
25899,2016-07-28 13:31:58,0.0,63.77.181.142,42.219.152.249,53,61059,UDP,.A....,0,72,1,245,background
25999,2016-07-28 13:36:51,0.216,42.219.156.211,201.165.144.226,80,41987,TCP,.AP.SF,0,0,4,954,background
26099,2016-07-28 13:41:38,0.232,42.219.155.56,216.62.198.208,80,39312,TCP,.AP.SF,0,0,5,1410,background
26199,2016-07-28 13:46:32,0.14,42.219.153.128,143.255.90.225,59727,80,TCP,.APRSF,0,0,15,789,background
26299,2016-07-28 13:51:22,0.448,194.233.65.186,42.219.154.103,35887,80,TCP,.AP.SF,0,0,11,946,background
26399,2016-07-28 13:55:59,0.0,143.72.8.137,42.219.154.100,53,42085,UDP,.A....,0,0,1,81,background
26499,2016-07-28 14:00:30,1.724,42.219.154.105,194.233.72.16,80,57902,TCP,.AP.SF,0,0,39,50330,background
26599,2016-07-28 14:05:13,0.0,41.23.22.130,42.219.154.176,30477,53,UDP,.A....,0,72,1,73,background
26699,2016-07-28 14:10:16,0.16,209.60.6.20,42.219.158.160,33053,80,TCP,.AP.SF,0,0,7,936,background
26799,2016-07-28 14:15:27,0.548,42.219.153.128,219.206.96.18,80,55602,TCP,.AP.SF,0,0,5,652,background
26899,2016-07-28 14:20:33,0.044,62.49.30.102,42.219.154.101,65260,80,TCP,.AP.S.,0,40,3,478,background
26999,2016-07-28 14:25:43,1.332,42.219.155.28,74.196.239.247,443,39453,TCP,.APRSF,0,0,9,3292,background
27099,2016-07-28 14:31:19,40.0,36.149.64.235,42.219.159.197,0,0,ICMP,.A....,0,0,5,160,background
27199,2016-07-28 14:37:06,3.0,42.219.159.90,145.60.54.158,22218,445,TCP,....S.,0,0,2,96,background
27299,2016-07-28 14:42:27,0.288,42.219.156.211,63.44.71.247,443,49692,TCP,.APRSF,0,0,12,5675,background
27399,2016-07-28 14:47:43,0.0,42.219.154.129,143.64.223.130,53,51807,UDP,.A....,0,0,1,73,background
27499,2016-07-28 14:53:33,0.0,42.219.159.82,169.111.60.53,8000,46778,TCP,.A....,0,0,1,52,background
27599,2016-07-28 14:59:02,0.0,42.219.158.177,143.72.8.137,52305,53,UDP,.A....,0,0,1,77,background
27699,2016-07-28 15:04:22,0.0,116.118.114.147,42.219.151.116,44539,53413,UDP,.A....,0,72,2,197,background
27799,2016-07-28 15:09:36,0.424,213.46.241.191,42.219.155.90,46397,443,TCP,.APRSF,0,72,11,2809,background
27899,2016-07-28 15:14:58,31.42,208.107.73.115,42.219.156.243,43247,22011,TCP,.AP...,0,0,2,108,background
27999,2016-07-28 15:19:56,3.116,42.219.158.156,37.140.239.88,443,31215,TCP,.AP.SF,0,0,10,4103,background
28099,2016-07-28 15:25:09,0.396,42.219.153.74,32.125.110.211,80,49708,TCP,.AP.SF,0,0,4,556,background
28199,2016-07-28 15:30:03,0.0,42.219.153.62,50.32.233.129,53,63927,UDP,.A....,0,0,1,157,background
28299,2016-07-28 15:34:57,0.096,42.219.158.204,62.204.33.6,80,47176,TCP,.AP.SF,0,0,8,5718,background
28399,2016-07-28 15:39:34,2.972,42.219.159.95,65.80.247.76,26759,445,TCP,....S.,0,0,2,96,background
28499,2016-07-28 15:44:40,0.284,175.177.229.33,42.219.154.114,1169,80,TCP,.A...F,0,0,5,200,background
28599,2016-07-28 15:49:26,0.0,42.219.155.103,37.165.160.43,53,42784,UDP,.A....,0,0,1,194,background
28699,2016-07-28 15:54:22,5.812,74.217.237.150,42.219.158.156,50241,443,TCP,.AP.S.,0,72,8,1533,background
28799,2016-07-28 15:59:04,3.004,42.219.159.90,152.203.156.52,20223,445,TCP,....S.,0,0,2,96,background
28899,2016-07-28 16:03:33,0.288,202.20.40.88,42.219.159.82,80,1048,TCP,.AP...,0,72,5,3895,background
28999,2016-07-28 16:08:12,0.0,42.219.155.188,43.14.192.9,10140,53,UDP,.A....,0,0,1,83,background
29099,2016-07-28 16:12:50,2.836,42.219.158.161,166.192.22.212,25,2025,TCP,.AP.SF,0,0,11,713,background
29199,2016-07-28 16:17:44,0.0,42.219.154.167,143.72.4.250,33509,53,UDP,.A....,0,0,1,77,background
29299,2016-07-28 16:22:09,2.976,42.219.159.90,226.191.102.142,58540,445,TCP,....S.,0,0,2,96,background
29399,2016-07-28 16:27:07,14.264,42.219.159.85,63.64.187.209,26556,4070,TCP,.APRSF,0,0,266,59268,background
29499,2016-07-28 16:32:02,0.0,42.219.154.116,143.72.8.137,33655,53,UDP,.A....,0,0,1,54,background
29599,2016-07-28 16:36:36,3.688,42.219.159.92,213.206.34.20,35459,443,TCP,.AP.SF,0,0,16,1780,background
29699,2016-07-28 16:41:37,0.0,143.72.8.137,42.219.158.161,53,47968,UDP,.A....,0,0,1,216,background
29799,2016-07-28 16:46:24,0.056,42.219.156.211,211.43.95.66,80,3704,TCP,.AP.SF,0,0,5,954,background
29899,2016-07-28 16:51:39,0.0,42.219.158.190,143.72.8.137,60769,53,UDP,.A....,0,0,1,57,background
29999,2016-07-28 16:56:41,0.072,211.48.7.154,42.219.153.125,54936,32004,TCP,.AP.SF,0,0,5,285,background
30099,2016-07-28 17:01:44,0.0,240.225.80.58,42.219.159.63,443,44144,TCP,.A....,0,72,1,52,background
30199,2016-07-28 17:06:28,2.88,42.219.159.90,248.211.88.206,62331,445,TCP,....S.,0,0,2,96,background
30299,2016-07-28 17:11:18,0.464,42.219.159.85,43.164.49.186,27703,443,TCP,.AP...,0,0,10,4764,background
30399,2016-07-28 17:16:19,3.184,43.250.65.89,42.219.153.8,25,36583,TCP,.AP.SF,0,40,10,1027,background
30499,2016-07-28 17:20:49,2.952,42.219.159.95,100.180.223.145,29372,445,TCP,....S.,0,0,2,96,background
30599,2016-07-28 17:25:43,2.668,42.219.154.107,70.218.74.87,80,15528,TCP,.A...F,0,0,3,156,background
30699,2016-07-28 17:30:31,0.0,210.46.46.177,42.219.153.62,33494,53,UDP,.A....,0,72,1,76,background
30799,2016-07-28 17:35:19,5.06,42.219.158.213,213.44.150.162,80,5180,TCP,.AP.SF,0,0,19,19405,background
30899,2016-07-28 17:40:09,0.168,42.219.156.211,201.169.150.68,80,50951,TCP,.AP.SF,0,0,5,880,background
30999,2016-07-28 17:44:39,0.0,42.219.153.62,51.158.98.44,53,45243,UDP,.A....,0,0,1,107,background
31099,2016-07-28 17:49:28,2.316,51.237.230.43,42.219.155.28,28067,443,TCP,.APRSF,0,0,15,3041,background
31199,2016-07-28 17:54:11,0.0,208.91.64.21,42.219.152.249,13029,53,UDP,.A....,0,0,1,80,background
31299,2016-07-28 17:59:26,0.0,42.219.154.151,143.72.4.250,42908,53,UDP,.A....,0,0,1,72,background
31399,2016-07-28 18:04:00,10.42,42.219.158.156,67.176.161.45,443,49644,TCP,.AP.SF,0,0,24,19070,background
31499,2016-07-28 18:08:43,0.132,42.219.159.92,69.33.156.137,52451,80,TCP,.AP.SF,0,0,7,1620,background
31599,2016-07-28 18:13:26,5.336,70.105.210.238,42.219.153.164,4239,80,TCP,.A...F,0,72,2,80,background
31699,2016-07-28 18:18:07,3.092,42.219.159.95,243.47.133.197,9160,445,TCP,....S.,0,0,2,96,background
31799,2016-07-28 18:23:04,10.788,213.94.46.8,42.219.158.175,54779,443,TCP,.AP.SF,0,40,16,3163,background
31899,2016-07-28 18:27:53,2.552,42.219.158.180,158.128.198.143,443,36089,TCP,.AP.SF,0,0,8,1496,background
31999,2016-07-28 18:32:40,1.52,42.219.155.56,201.163.180.43,80,50584,TCP,.AP.SF,0,0,20,24642,background
32099,2016-07-28 18:37:22,2.852,42.219.159.90,138.129.142.129,42688,445,TCP,....S.,0,0,2,96,background
32199,2016-07-28 18:42:16,23.076,42.219.156.211,201.169.173.160,80,48780,TCP,.AP.SF,0,0,5,1114,background
32299,2016-07-28 18:47:22,0.0,223.220.85.57,42.219.153.62,53371,53,UDP,.A....,0,40,1,75,background
32399,2016-07-28 18:52:00,30.632,42.219.159.92,150.154.125.92,49198,443,TCP,.APRSF,0,0,18,1752,background
32499,2016-07-28 18:57:15,5.764,168.38.13.100,42.219.158.156,59225,443,TCP,.AP.SF,0,0,13,2264,background
32599,2016-07-28 19:02:10,160.348,42.219.156.243,69.13.56.91,22001,35047,TCP,.AP...,0,0,5,270,background
32699,2016-07-28 19:07:03,2.88,42.219.159.90,181.114.200.193,24256,445,TCP,....S.,0,0,2,96,background
32799,2016-07-28 19:12:05,12.988,168.38.13.106,42.219.158.156,56828,443,TCP,.AP.SF,0,0,43,11926,background
32899,2016-07-28 19:17:02,0.0,176.116.207.109,42.219.153.36,5196,4061,UDP,.A....,0,40,1,438,background
32999,2016-07-28 19:21:44,0.0,143.72.8.137,42.219.154.129,53,60471,UDP,.A....,0,0,1,101,background
33099,2016-07-28 19:26:36,8.988,72.251.135.15,42.219.148.129,34196,23,TCP,....S.,0,4,3,180,background
33199,2016-07-28 19:31:42,0.336,216.38.130.51,42.219.156.211,60941,80,TCP,.AP.SF,0,0,5,613,background
33299,2016-07-28 19:36:38,0.0,63.128.22.194,42.219.157.222,53,24489,UDP,.A....,0,0,1,119,background
33399,2016-07-28 19:41:29,10.192,211.49.72.216,42.219.156.211,59662,80,TCP,.AP.SF,0,0,6,708,background
33499,2016-07-28 19:46:35,12.196,42.219.159.85,211.35.219.250,1024,55652,UDP,.A....,0,0,5,391,background
33599,2016-07-28 19:51:30,0.276,42.219.156.211,219.99.219.97,443,51085,TCP,.AP.SF,0,0,7,1434,background
33699,2016-07-28 19:56:18,0.0,143.72.8.137,42.219.158.161,53,49809,UDP,.A....,0,0,1,210,background
33799,2016-07-28 20:00:45,0.184,42.219.153.128,106.150.228.181,80,25978,TCP,.AP...,0,2,6,8465,background
33899,2016-07-28 20:04:55,0.0,42.219.153.7,208.91.64.8,53,19354,UDP,.A....,0,0,1,238,background
33999,2016-07-28 20:09:25,0.124,108.66.255.194,42.219.156.181,25,41895,TCP,.AP.SF,0,72,3,234,background
34099,2016-07-28 20:13:58,0.86,143.72.8.137,42.219.145.18,53,59770,UDP,.A....,0,0,3,579,background
34199,2016-07-28 20:18:55,0.344,152.56.115.146,42.219.154.98,54131,80,TCP,.AP.SF,0,72,6,646,background
34299,2016-07-28 20:23:55,0.0,192.220.128.94,42.219.153.62,16558,53,UDP,.A....,0,0,1,66,background
34399,2016-07-28 20:28:48,9.048,42.219.158.156,168.38.13.102,443,54656,TCP,.AP.SF,0,0,36,38930,background
34499,2016-07-28 20:33:56,0.0,60.44.175.17,42.219.157.12,53,56053,UDP,.A....,0,0,1,1042,background
34599,2016-07-28 20:39:28,0.204,165.11.216.3,42.219.156.211,49873,80,TCP,.AP.SF,0,0,6,700,background
34699,2016-07-28 20:45:11,2.88,42.219.159.95,149.60.255.128,6076,445,TCP,....S.,0,0,2,96,background
34799,2016-07-28 20:50:29,2.224,37.140.227.165,42.219.145.18,41632,25,TCP,.AP.SF,0,72,23,18260,background
34899,2016-07-28 20:56:00,0.552,42.219.153.8,221.34.196.99,40811,25,TCP,.AP.SF,0,0,10,643,background
34999,2016-07-28 21:01:15,0.0,50.25.171.1,42.219.153.62,32058,53,UDP,.A....,0,0,1,66,background
35099,2016-07-28 21:06:37,0.0,62.135.84.228,42.219.152.249,15209,53,UDP,.A....,0,40,1,64,background
35199,2016-07-28 21:11:41,13.304,42.219.154.105,214.44.209.203,80,53251,TCP,.A..SF,0,0,3,144,background
35299,2016-07-28 21:17:10,0.184,42.219.156.211,165.60.76.100,80,57417,TCP,.AP.SF,0,0,4,930,background
35399,2016-07-28 21:22:38,0.0,33.12.111.91,42.219.146.40,5273,8067,UDP,.A....,0,0,1,447,background
35499,2016-07-28 21:28:28,0.0,42.219.154.108,204.97.46.119,53,54924,UDP,.A....,0,0,1,148,background
35599,2016-07-28 21:33:43,1.54,74.83.60.38,42.219.155.28,42734,443,TCP,.APRSF,0,72,12,2861,background
35699,2016-07-28 21:39:35,0.0,195.197.89.134,42.219.154.108,38517,53,UDP,.A....,0,0,1,72,background
35799,2016-07-28 21:44:51,0.0,42.219.153.62,210.46.47.206,53,40653,UDP,.A....,0,0,1,76,background
35899,2016-07-28 21:50:00,0.0,33.12.123.117,42.219.151.216,5428,9038,UDP,.A....,0,0,1,445,background
35999,2016-07-28 21:55:36,0.0,210.46.43.130,42.219.153.62,58720,53,UDP,.A....,0,72,1,76,background
36099,2016-07-28 22:00:43,0.0,178.15.239.198,42.219.157.79,56006,81,TCP,....S.,0,0,1,40,background
36199,2016-07-28 22:05:54,7.996,64.144.145.84,42.219.158.165,53730,443,TCP,.AP.SF,0,75,9,867,background
36299,2016-07-28 22:11:27,8.112,176.254.246.81,42.219.158.178,49917,80,TCP,.AP.SF,0,72,19,1861,background
36399,2016-07-28 22:16:53,0.0,51.158.98.35,42.219.153.62,51518,53,UDP,.A....,0,72,1,56,background
36499,2016-07-28 22:22:04,30.456,133.133.183.254,42.219.159.85,21324,26329,TCP,.AP...,0,24,4,300,background
36599,2016-07-28 22:27:27,0.0,70.99.22.214,42.219.155.5,62764,443,TCP,.AP..F,0,72,3,157,background
36699,2016-07-28 22:32:17,0.0,42.219.153.62,51.134.2.47,53,51722,UDP,.A....,0,0,1,220,background
36799,2016-07-28 22:37:26,2.976,42.219.159.95,233.37.110.209,13933,445,TCP,....S.,0,0,2,96,background
36899,2016-07-28 22:42:20,0.0,42.219.159.85,143.72.8.137,32800,53,UDP,.A....,0,0,1,66,background
36999,2016-07-28 22:47:39,0.0,201.167.133.229,42.219.159.82,48979,8000,TCP,.AP...,0,0,1,84,background
37099,2016-07-28 22:53:02,0.612,79.31.84.8,42.219.155.106,37188,80,TCP,.AP.SF,0,40,9,950,background
37199,2016-07-28 22:58:25,4.344,131.137.72.112,42.219.156.211,55290,443,TCP,.AP.S.,0,0,9,1134,background
37299,2016-07-28 23:03:58,0.096,37.203.42.128,42.219.153.68,51210,80,TCP,.APRSF,0,40,5,783,background
37399,2016-07-28 23:09:29,0.456,42.219.156.211,213.92.48.142,80,52302,TCP,.AP.SF,0,0,4,935,background
37499,2016-07-28 23:14:49,17.0,42.219.155.95,165.133.210.175,0,771,ICMP,.A....,0,192,5,505,background
37599,2016-07-28 23:20:10,0.568,42.219.159.95,167.130.213.211,30192,80,TCP,.AP.S.,0,0,5,341,background
37699,2016-07-28 23:25:43,0.412,57.41.5.186,42.219.158.204,36537,80,TCP,.AP.SF,0,72,8,541,background
37799,2016-07-28 23:31:02,0.144,213.182.23.20,42.219.154.103,46867,80,TCP,.AP.SF,0,0,5,846,background
37899,2016-07-28 23:36:20,0.0,42.219.153.63,223.80.177.152,32004,54157,TCP,.A....,0,0,1,40,background
37999,2016-07-28 23:41:34,0.0,204.97.73.56,42.219.153.7,63032,53,UDP,.A....,0,0,1,85,background
38099,2016-07-28 23:46:57,0.0,204.97.46.113,42.219.153.62,38754,53,UDP,.A....,0,0,1,98,background
38199,2016-07-28 23:52:35,0.0,32.67.171.209,42.219.159.121,53,57021,UDP,.A....,0,0,1,73,background
38299,2016-07-28 23:58:00,0.448,42.219.153.38,43.164.49.185,40475,80,TCP,.AP.SF,0,0,238,12458,background
38399,2016-07-29 00:03:23,0.0,42.219.159.82,209.50.115.32,8000,60101,TCP,.A....,0,0,1,52,background
38499,2016-07-29 00:08:49,1.048,74.159.142.187,42.219.155.28,41767,443,TCP,.APRSF,0,0,14,2985,background
38599,2016-07-29 00:14:17,6.292,45.230.79.248,42.219.155.108,47672,22,TCP,.APR.F,0,4,7,564,background
38699,2016-07-29 00:19:57,18.212,194.102.198.121,42.219.153.30,51272,80,TCP,.AP.SF,0,0,16,3152,background
38799,2016-07-29 00:25:23,0.252,42.219.156.211,176.233.179.241,80,62487,TCP,.AP.SF,0,0,4,896,background
38899,2016-07-29 00:31:08,8.992,79.185.168.71,42.219.147.248,32799,23,TCP,....S.,0,40,3,180,background
38999,2016-07-29 00:36:49,0.0,42.219.156.211,165.12.119.252,443,52695,TCP,.A..S.,0,0,1,60,background
39099,2016-07-29 00:42:17,0.0,42.219.159.82,208.66.83.222,8000,36367,TCP,.A....,0,0,1,52,background
39199,2016-07-29 00:48:11,3.564,74.217.177.61,42.219.158.156,37665,443,TCP,.AP.S.,0,72,16,3232,background
39299,2016-07-29 00:53:47,0.0,42.219.158.226,76.164.179.51,80,40572,TCP,.A...F,0,0,1,52,background
39399,2016-07-29 00:59:37,2.852,42.219.159.90,217.79.104.94,21151,445,TCP,....S.,0,0,2,96,background
39499,2016-07-29 01:05:16,4.156,216.60.75.66,42.219.156.211,56228,443,TCP,.AP.S.,0,0,9,1081,background
39599,2016-07-29 01:11:10,7.02,219.107.66.227,42.219.156.211,56575,443,TCP,.APRSF,0,72,12,1209,background
39699,2016-07-29 01:17:19,0.144,42.219.159.85,221.162.196.154,28610,80,TCP,.AP.SF,0,0,14,1366,background
39799,2016-07-29 01:23:29,0.0,42.219.158.226,57.80.80.227,56103,443,TCP,...R..,0,40,2,80,background
39899,2016-07-29 01:29:41,0.04,43.8.7.92,42.219.159.85,5066,27488,UDP,.A....,0,40,4,128,background
39999,2016-07-29 01:35:37,0.0,42.219.154.160,127.205.43.91,53,41035,UDP,.A....,0,0,1,155,background
40099,2016-07-29 01:41:53,0.0,201.172.100.183,42.219.156.211,48638,80,TCP,.A...F,0,0,1,52,background
40199,2016-07-29 01:48:18,0.0,33.12.111.91,42.219.153.69,5068,8124,UDP,.A....,0,0,1,446,background
40299,2016-07-29 01:54:20,2.94,42.219.159.90,203.220.157.142,35161,445,TCP,....S.,0,0,2,96,background
40399,2016-07-29 02:00:46,0.0,216.53.242.126,42.219.159.82,35939,8000,TCP,.AP...,0,0,1,84,background
40499,2016-07-29 02:06:49,0.68,67.207.200.214,42.219.159.82,58822,7070,TCP,.AP.SF,0,0,10,856,background
40599,2016-07-29 02:11:37,0.0,42.219.158.16,42.219.150.246,80,11774,TCP,.A..S.,0,0,1,40,dos
40699,2016-07-29 02:16:54,0.3,187.108.179.177,42.219.158.191,53797,587,TCP,.A...F,0,0,3,120,background
40799,2016-07-29 02:22:13,0.0,42.219.159.85,143.72.8.137,23126,53,UDP,.A....,0,0,1,65,background
40899,2016-07-29 02:27:23,0.0,42.219.154.69,42.219.150.241,80,5111,TCP,.A..S.,0,0,1,40,dos
40999,2016-07-29 02:33:30,0.0,42.219.154.178,202.28.53.108,80,59495,TCP,.A....,0,0,1,52,background
41099,2016-07-29 02:39:54,0.0,50.80.139.228,42.219.158.226,21616,53,UDP,.A....,0,72,1,67,background
41199,2016-07-29 02:45:55,0.376,188.31.65.108,42.219.154.97,16911,80,TCP,.AP.SF,0,26,13,900,background
41299,2016-07-29 02:51:12,0.0,42.219.158.226,36.178.208.58,53,53846,UDP,.A....,0,0,1,115,background
41399,2016-07-29 02:56:30,0.288,42.219.156.211,214.45.78.8,443,60100,TCP,.AP.SF,0,0,9,5683,background
41499,2016-07-29 03:02:46,3.008,42.219.159.95,113.10.224.31,47087,445,TCP,....S.,0,0,2,96,background
41599,2016-07-29 03:08:15,0.0,42.219.158.161,143.72.8.137,53747,53,UDP,.A....,0,0,1,58,background
41699,2016-07-29 03:13:33,2.944,42.219.159.95,82.155.7.51,39899,445,TCP,....S.,0,0,2,96,background
41799,2016-07-29 03:18:45,0.0,42.219.159.90,65.52.209.25,53559,445,TCP,....S.,0,0,1,48,background
41899,2016-07-29 03:23:49,2.616,74.76.96.218,42.219.153.76,37272,25,TCP,.AP.SF,0,0,10,626,background
41999,2016-07-29 03:29:51,0.0,42.219.159.82,208.67.63.49,8000,39786,TCP,.A....,0,0,1,52,background
42099,2016-07-29 03:35:46,0.0,218.153.101.74,42.219.153.221,52839,80,TCP,....S.,0,0,1,60,background
42199,2016-07-29 03:42:06,0.0,42.219.159.82,208.67.250.20,8000,16636,TCP,.A....,0,0,1,40,background
42299,2016-07-29 03:48:23,0.148,42.219.155.102,133.132.7.206,110,11751,TCP,.AP.SF,0,0,9,494,background
42399,2016-07-29 03:54:01,0.0,42.219.153.62,51.172.28.150,53,37293,UDP,.A....,0,0,1,147,background
42499,2016-07-29 04:00:02,0.004,237.143.121.174,42.219.154.197,34908,53413,UDP,.A....,0,40,2,197,background
42599,2016-07-29 04:06:11,0.0,194.211.154.219,42.219.153.7,26839,53,UDP,.A....,0,0,1,77,background
42699,2016-07-29 04:12:30,0.0,143.72.8.137,42.219.154.100,53,54675,UDP,.A....,0,0,1,92,background
42799,2016-07-29 04:18:07,0.0,143.72.8.137,42.219.154.116,53,41083,UDP,.A....,0,0,1,125,background
42899,2016-07-29 04:23:39,0.0,49.132.138.179,42.219.154.96,34113,53,UDP,.A....,0,40,1,69,background
42999,2016-07-29 04:30:03,4.176,42.219.158.178,194.233.72.87,80,65135,TCP,.AP.SF,0,0,4,625,background
43099,2016-07-29 04:36:59,0.0,204.97.29.6,42.219.153.7,44491,53,UDP,.A....,0,0,1,66,background
43199,2016-07-29 04:43:44,0.0,42.219.159.85,43.164.49.188,43421,443,TCP,.A....,0,0,2,116,background
43299,2016-07-29 04:50:43,1.588,42.219.155.28,65.120.45.203,443,15413,TCP,.APRSF,0,0,10,3344,background
43399,2016-07-29 04:57:36,1.664,106.150.228.30,42.219.154.97,12683,80,TCP,.A...F,0,0,6,240,background
43499,2016-07-29 05:03:48,4.0,64.226.129.83,42.219.150.203,60835,23,TCP,....S.,0,72,1,48,background
43599,2016-07-29 05:10:08,0.0,33.12.104.88,42.219.158.137,5513,2156,UDP,.A....,0,0,1,445,background
43699,2016-07-29 05:16:47,0.0,42.219.153.62,64.173.55.209,53,39170,UDP,.A....,0,0,1,197,background
43799,2016-07-29 05:23:12,0.0,223.73.250.77,42.219.158.252,39993,53413,UDP,.A....,0,0,2,197,background
43899,2016-07-29 05:29:55,3.008,63.43.159.222,42.219.154.34,52965,22,TCP,....S.,0,72,2,120,background
43999,2016-07-29 05:36:27,0.0,143.72.4.250,42.219.159.106,53,10008,UDP,.A....,0,0,1,122,background
44099,2016-07-29 05:43:18,0.0,43.164.40.113,42.219.155.59,443,53646,TCP,.A....,0,0,1,52,background
44199,2016-07-29 05:50:06,0.372,42.219.159.90,211.111.78.255,15335,445,TCP,.AP...,0,0,2,133,background
44299,2016-07-29 05:57:03,0.0,63.107.1.122,42.219.159.182,53,58406,UDP,.A....,0,0,1,269,background
44399,2016-07-29 06:03:33,0.084,42.219.156.211,212.118.245.208,80,58131,TCP,.AP.SF,0,0,4,844,background
44499,2016-07-29 06:10:31,0.276,67.64.63.33,42.219.154.119,49548,3306,TCP,.AP.SF,0,72,20,1817,background
44599,2016-07-29 06:17:18,0.164,185.60.228.146,42.219.159.82,53,2445,TCP,.AP.SF,0,0,4,322,background
44699,2016-07-29 06:24:16,0.208,42.219.156.211,218.153.9.181,443,34302,TCP,.AP.SF,0,0,9,5565,background
44799,2016-07-29 06:31:14,1.66,133.18.60.180,42.219.159.82,44923,10021,TCP,.AP.SF,0,64,10,446,background
44899,2016-07-29 06:38:10,0.0,51.203.35.180,42.219.153.62,41627,53,UDP,.A....,0,0,1,70,background
44999,2016-07-29 06:45:14,0.0,42.219.153.7,210.46.43.130,53,49822,UDP,.A....,0,0,1,300,background
45099,2016-07-29 06:51:58,8.612,42.219.156.211,76.225.112.68,443,35115,TCP,.AP.SF,0,0,13,6754,background
45199,2016-07-29 06:58:22,0.0,66.245.100.52,42.219.151.214,37175,53413,UDP,.A....,0,0,1,151,background
45299,2016-07-29 07:04:46,0.0,211.35.8.197,42.219.153.128,12432,80,TCP,.A.R..,0,0,1,40,background
45399,2016-07-29 07:11:35,2.264,74.59.251.86,42.219.155.28,35685,443,TCP,.APRSF,0,0,12,2861,background
45499,2016-07-29 07:18:12,8.964,66.38.163.178,42.219.156.211,1298,443,TCP,.AP.S.,0,40,11,1724,background
45599,2016-07-29 07:24:44,8.168,42.219.154.105,204.89.77.78,57597,80,TCP,.AP.SF,0,0,31,38907,background
45699,2016-07-29 07:31:38,32.896,209.62.151.16,42.219.156.211,48728,443,TCP,.APRS.,0,0,12,1841,background
